mz intensity
1190.897 5
1190.976 -6
1191.054 -20
1191.133 -19
1191.211 -19
1191.290 -21
1191.368 -2
1191.447 16
1191.525 19
1191.604 42
1191.682 25
1191.761 17
1191.839 12
1191.918 0
1191.996 -6
1192.075 1
1192.153 6
1192.232 3
1192.310 5
1192.389 2
1192.467 18
1192.546 35
1192.624 36
1192.703 27
1192.781 12
1192.860 6
1192.938 1
1193.017 -5
1193.095 -14
1193.174 -24
1193.253 -26
1193.331 -20
1193.410 -11
1193.488 1
1193.567 0
1193.645 6
1193.724 5
1193.802 6
1193.881 7
1193.960 10
1194.038 9
1194.117 12
1194.195 19
1194.274 23
1194.352 41
1194.431 65
1194.510 79
1194.588 83
1194.667 79
1194.745 84
1194.824 65
1194.903 62
1194.981 62
1195.060 48
1195.138 45
1195.217 56
1195.296 43
1195.374 33
1195.453 51
1195.532 52
1195.610 56
1195.689 62
1195.767 44
1195.846 42
1195.925 42
1196.003 31
1196.082 27
1196.161 17
1196.239 18
1196.318 31
1196.397 41
1196.475 51
1196.554 53
1196.633 54
1196.711 43
1196.790 44
1196.869 20
1196.947 14
1197.026 31
1197.105 29
1197.183 41
1197.262 48
1197.341 55
1197.419 62
1197.498 57
1197.577 52
1197.655 39
1197.734 34
1197.813 38
1197.892 32
1197.970 33
1198.049 27
1198.128 18
1198.206 18
1198.285 12
1198.364 18
1198.443 25
1198.521 34
1198.600 47
1198.679 42
1198.757 53
1198.836 46
1198.915 34
1198.994 33
1199.072 25
1199.151 21
1199.230 13
1199.309 16
1199.387 9
1199.466 16
1199.545 19
1199.624 21
1199.702 24
1199.781 20
1199.860 26
1199.939 18
1200.018 11
1200.096 0
1200.175 -4
1200.254 2
1200.333 19
1200.411 33
1200.490 40
1200.569 37
1200.648 33
1200.727 23
1200.805 19
1200.884 10
1200.963 2
1201.042 2
1201.121 -6
1201.199 -6
1201.278 -1
1201.357 3
1201.436 7
1201.515 14
1201.594 18
1201.672 8
1201.751 -6
1201.830 -7
1201.909 -9
1201.988 1
1202.067 1
1202.145 -5
1202.224 0
1202.303 8
1202.382 19
1202.461 24
1202.540 30
1202.619 27
1202.697 26
1202.776 30
1202.855 14
1202.934 7
1203.013 -8
1203.092 -6
1203.171 -6
1203.250 0
1203.328 9
1203.407 12
1203.486 26
1203.565 26
1203.644 33
1203.723 25
1203.802 21
1203.881 13
1203.960 0
1204.038 7
1204.117 -2
1204.196 0
1204.275 1
1204.354 6
1204.433 20
1204.512 18
1204.591 17
1204.670 9
1204.749 6
1204.828 4
1204.907 8
1204.986 -2
1205.065 1
1205.143 6
1205.222 12
1205.301 26
1205.380 35
1205.459 32
1205.538 35
1205.617 39
1205.696 26
1205.775 36
1205.854 23
1205.933 9
1206.012 -2
1206.091 -9
1206.170 3
1206.249 -1
1206.328 17
1206.407 18
1206.486 22
1206.565 25
1206.644 17
1206.723 11
1206.802 -2
1206.881 -7
1206.960 -11
1207.039 -16
1207.118 -14
1207.197 -15
1207.276 -13
1207.355 2
1207.434 9
1207.513 22
1207.592 23
1207.671 19
1207.750 11
1207.829 8
1207.908 7
1207.987 -4
1208.066 1
1208.145 3
1208.224 -1
1208.303 9
1208.382 18
1208.461 32
1208.540 46
1208.620 40
1208.699 36
1208.778 25
1208.857 15
1208.936 14
1209.015 7
1209.094 9
1209.173 32
1209.252 29
1209.331 35
1209.410 29
1209.489 31
1209.568 40
1209.648 34
1209.727 34
1209.806 17
1209.885 14
1209.964 -3
1210.043 -10
1210.122 -7
1210.201 -11
1210.280 4
1210.359 12
1210.439 17
1210.518 45
1210.597 36
1210.676 37
1210.755 27
1210.834 14
1210.913 2
1210.993 -18
1211.072 -19
1211.151 -15
1211.230 -4
1211.309 1
1211.388 10
1211.467 13
1211.547 22
1211.626 9
1211.705 11
1211.784 6
1211.863 -4
1211.942 2
1212.022 -1
1212.101 -6
1212.180 5
1212.259 11
1212.338 9
1212.417 11
1212.497 12
1212.576 26
1212.655 16
1212.734 18
1212.813 19
1212.893 6
1212.972 13
1213.051 5
1213.130 -2
1213.209 -9
1213.289 0
1213.368 -1
1213.447 1
1213.526 24
1213.605 19
1213.685 25
1213.764 15
1213.843 -5
1213.922 3
1214.002 -5
1214.081 8
1214.160 15
1214.239 21
1214.319 23
1214.398 31
1214.477 32
1214.556 32
1214.636 33
1214.715 21
1214.794 26
1214.873 7
1214.953 -3
1215.032 0
1215.111 -1
1215.190 15
1215.270 31
1215.349 30
1215.428 31
1215.508 30
1215.587 17
1215.666 10
1215.745 3
1215.825 1
1215.904 -4
1215.983 1
1216.063 2
1216.142 -3
1216.221 8
1216.301 10
1216.380 20
1216.459 28
1216.539 32
1216.618 30
1216.697 14
1216.777 20
1216.856 18
1216.935 12
1217.015 3
1217.094 -12
1217.173 -12
1217.253 -7
1217.332 10
1217.411 29
1217.491 25
1217.570 17
1217.649 7
1217.729 0
1217.808 -7
1217.887 -3
1217.967 -7
1218.046 -2
1218.125 3
1218.205 3
1218.284 4
1218.364 -3
1218.443 7
1218.522 4
1218.602 20
1218.681 25
1218.761 19
1218.840 17
1218.919 6
1218.999 -2
1219.078 -8
1219.158 -12
1219.237 -10
1219.316 -6
1219.396 -4
1219.475 19
1219.555 10
1219.634 18
1219.713 11
1219.793 12
1219.872 11
1219.952 2
1220.031 2
1220.111 -6
1220.190 -5
1220.269 8
1220.349 12
1220.428 12
1220.508 17
1220.587 15
1220.667 24
1220.746 29
1220.826 31
1220.905 23
1220.985 10
1221.064 9
1221.144 -3
1221.223 2
1221.302 0
1221.382 -6
1221.461 -8
1221.541 0
1221.620 9
1221.700 15
1221.779 11
1221.859 4
1221.938 1
1222.018 -5
1222.097 15
1222.177 14
1222.256 12
1222.336 14
1222.415 21
1222.495 28
1222.574 25
1222.654 31
1222.733 18
1222.813 21
1222.893 12
1222.972 -3
1223.052 -5
1223.131 -19
1223.211 -4
1223.290 -2
1223.370 -6
1223.449 11
1223.529 7
1223.608 9
1223.688 16
1223.768 1
1223.847 -3
1223.927 -7
1224.006 -21
1224.086 -21
1224.165 -15
1224.245 -16
1224.324 -21
1224.404 -8
1224.484 8
1224.563 15
1224.643 20
1224.722 23
1224.802 23
1224.882 10
1224.961 13
1225.041 0
1225.120 -10
1225.200 -4
1225.280 3
1225.359 13
1225.439 17
1225.518 22
1225.598 26
1225.678 17
1225.757 25
1225.837 26
1225.917 21
1225.996 20
1226.076 13
1226.155 10
1226.235 16
1226.315 25
1226.394 30
1226.474 46
1226.554 41
1226.633 37
1226.713 38
1226.793 38
1226.872 32
1226.952 23
1227.032 17
1227.111 9
1227.191 13
1227.271 17
1227.350 22
1227.430 26
1227.510 21
1227.589 27
1227.669 23
1227.749 22
1227.828 30
1227.908 18
1227.988 11
1228.067 -2
1228.147 -9
1228.227 0
1228.307 8
1228.386 27
1228.466 37
1228.546 34
1228.625 32
1228.705 22
1228.785 27
1228.865 27
1228.944 16
1229.024 15
1229.104 10
1229.183 21
1229.263 26
1229.343 26
1229.423 27
1229.502 22
1229.582 31
1229.662 34
1229.742 24
1229.821 16
1229.901 7
1229.981 0
1230.061 4
1230.140 1
1230.220 -1
1230.300 -8
1230.380 -10
1230.460 3
1230.539 6
1230.619 12
1230.699 13
1230.779 17
1230.858 14
1230.938 1
1231.018 0
1231.098 -5
1231.178 -5
1231.257 -1
1231.337 2
1231.417 2
1231.497 0
1231.577 0
1231.657 7
1231.736 1
1231.816 -2
1231.896 -4
1231.976 -19
1232.056 -10
1232.135 -10
1232.215 -14
1232.295 -9
1232.375 -3
1232.455 11
1232.535 16
1232.615 18
1232.694 2
1232.774 1
1232.854 -3
1232.934 -10
1233.014 -5
1233.094 1
1233.173 3
1233.253 6
1233.333 11
1233.413 19
1233.493 17
1233.573 22
1233.653 31
1233.733 23
1233.813 30
1233.892 30
1233.972 23
1234.052 15
1234.132 1
1234.212 1
1234.292 -10
1234.372 1
1234.452 6
1234.532 8
1234.612 20
1234.691 12
1234.771 0
1234.851 -7
1234.931 -5
1235.011 -1
1235.091 0
1235.171 1
1235.251 6
1235.331 16
1235.411 14
1235.491 10
1235.571 17
1235.651 15
1235.731 21
1235.810 20
1235.890 12
1235.970 -2
1236.050 -5
1236.130 -9
1236.210 -13
1236.290 -15
1236.370 -12
1236.450 -9
1236.530 2
1236.610 8
1236.690 -1
1236.770 5
1236.850 5
1236.930 -1
1237.010 1
1237.090 -7
1237.170 -6
1237.250 -3
1237.330 12
1237.410 33
1237.490 29
1237.570 33
1237.650 26
1237.730 21
1237.810 20
1237.890 14
1237.970 4
1238.050 5
1238.130 -7
1238.210 -4
1238.290 12
1238.370 17
1238.450 25
1238.530 33
1238.610 31
1238.690 25
1238.770 22
1238.851 9
1238.931 -8
1239.011 -3
1239.091 -10
1239.171 -7
1239.251 -2
1239.331 -7
1239.411 -8
1239.491 -1
1239.571 1
1239.651 7
1239.731 21
1239.811 17
1239.891 10
1239.972 7
1240.052 -5
1240.132 3
1240.212 16
1240.292 21
1240.372 29
1240.452 27
1240.532 16
1240.612 3
1240.692 15
1240.773 17
1240.853 21
1240.933 22
1241.013 4
1241.093 4
1241.173 -2
1241.253 6
1241.333 19
1241.414 20
1241.494 30
1241.574 26
1241.654 32
1241.734 33
1241.814 39
1241.894 44
1241.975 38
1242.055 36
1242.135 34
1242.215 19
1242.295 22
1242.375 27
1242.455 20
1242.536 28
1242.616 38
1242.696 30
1242.776 33
1242.856 27
1242.937 16
1243.017 17
1243.097 7
1243.177 1
1243.257 -8
1243.337 3
1243.418 14
1243.498 13
1243.578 23
1243.658 18
1243.739 29
1243.819 26
1243.899 16
1243.979 19
1244.059 7
1244.140 13
1244.220 10
1244.300 14
1244.380 16
1244.461 32
1244.541 35
1244.621 35
1244.701 28
1244.781 32
1244.862 38
1244.942 26
1245.022 19
1245.102 8
1245.183 1
1245.263 6
1245.343 -1
1245.423 -5
1245.504 -1
1245.584 8
1245.664 21
1245.745 11
1245.825 8
1245.905 4
1245.985 13
1246.066 18
1246.146 18
1246.226 25
1246.307 12
1246.387 7
1246.467 18
1246.547 11
1246.628 6
1246.708 -1
1246.788 -5
1246.869 7
1246.949 16
1247.029 13
1247.110 0
1247.190 3
1247.270 -1
1247.351 4
1247.431 9
1247.511 8
1247.592 24
1247.672 27
1247.752 24
1247.833 10
1247.913 -6
1247.993 -9
1248.074 -10
1248.154 -7
1248.234 -4
1248.315 3
1248.395 5
1248.475 6
1248.556 22
1248.636 19
1248.717 25
1248.797 32
1248.877 16
1248.958 11
1249.038 2
1249.118 -6
1249.199 -15
1249.279 -11
1249.360 0
1249.440 1
1249.520 12
1249.601 13
1249.681 12
1249.762 16
1249.842 20
1249.922 9
1250.003 9
1250.083 -1
1250.164 -12
1250.244 -3
1250.325 -6
1250.405 7
1250.485 22
1250.566 25
1250.646 21
1250.727 11
1250.807 6
1250.888 -5
1250.968 -8
1251.048 4
1251.129 -13
1251.209 -1
1251.290 10
1251.370 19
1251.451 39
1251.531 41
1251.612 55
1251.692 54
1251.773 50
1251.853 42
1251.934 34
1252.014 21
1252.094 10
1252.175 20
1252.255 21
1252.336 20
1252.416 38
1252.497 50
1252.577 39
1252.658 44
1252.738 29
1252.819 24
1252.899 28
1252.980 27
1253.060 14
1253.141 19
1253.221 27
1253.302 22
1253.383 29
1253.463 31
1253.544 29
1253.624 36
1253.705 31
1253.785 21
1253.866 13
1253.946 0
1254.027 1
1254.107 2
1254.188 -5
1254.268 0
1254.349 8
1254.430 15
1254.510 24
1254.591 26
1254.671 25
1254.752 21
1254.832 24
1254.913 8
1254.994 2
1255.074 -1
1255.155 -12
1255.235 -10
1255.316 3
1255.396 9
1255.477 7
1255.558 8
1255.638 13
1255.719 13
1255.799 12
1255.880 6
1255.961 -5
1256.041 -20
1256.122 -15
1256.202 -23
1256.283 -18
1256.364 -8
1256.444 -7
1256.525 0
1256.606 0
1256.686 0
1256.767 -9
1256.847 -7
1256.928 -6
1257.009 -12
1257.089 -1
1257.170 9
1257.251 5
1257.331 11
1257.412 16
1257.493 31
1257.573 26
1257.654 34
1257.735 27
1257.815 17
1257.896 4
1257.977 0
1258.057 -5
1258.138 -12
1258.219 -14
1258.299 -23
1258.380 -15
1258.461 -9
1258.541 12
1258.622 15
1258.703 16
1258.783 2
1258.864 1
1258.945 1
1259.026 1
1259.106 5
1259.187 3
1259.268 1
1259.348 -1
1259.429 9
1259.510 8
1259.591 8
1259.671 1
1259.752 -1
1259.833 1
1259.913 -7
1259.994 6
1260.075 -4
1260.156 -2
1260.236 9
1260.317 12
1260.398 33
1260.479 37
1260.559 44
1260.640 39
1260.721 26
1260.802 18
1260.882 9
1260.963 5
1261.044 12
1261.125 -5
1261.206 -9
1261.286 -4
1261.367 -1
1261.448 3
1261.529 6
1261.609 3
1261.690 -5
1261.771 1
1261.852 -3
1261.933 -5
1262.013 -15
1262.094 -19
1262.175 -16
1262.256 -10
1262.337 -4
1262.417 19
1262.498 34
1262.579 41
1262.660 53
1262.741 61
1262.822 56
1262.902 56
1262.983 45
1263.064 24
1263.145 20
1263.226 32
1263.307 43
1263.387 56
1263.468 57
1263.549 65
1263.630 69
1263.711 57
1263.792 49
1263.873 32
1263.953 16
1264.034 15
1264.115 15
1264.196 12
1264.277 14
1264.358 12
1264.439 24
1264.520 38
1264.600 54
1264.681 64
1264.762 63
1264.843 56
1264.924 40
1265.005 42
1265.086 40
1265.167 27
1265.248 31
1265.329 19
1265.409 18
1265.490 22
1265.571 13
1265.652 15
1265.733 5
1265.814 11
1265.895 12
1265.976 18
1266.057 17
1266.138 10
1266.219 13
1266.300 5
1266.381 10
1266.462 16
1266.542 12
1266.623 16
1266.704 20
1266.785 19
1266.866 13
1266.947 4
1267.028 -1
1267.109 -17
1267.190 -9
1267.271 -17
1267.352 -18
1267.433 -17
1267.514 -10
1267.595 -11
1267.676 0
1267.757 12
1267.838 0
1267.919 11
1268.000 4
1268.081 -2
1268.162 1
1268.243 6
1268.324 2
1268.405 4
1268.486 2
1268.567 9
1268.648 6
1268.729 13
1268.810 24
1268.891 11
1268.972 -4
1269.053 -8
1269.134 -16
1269.215 -12
1269.296 -15
1269.377 -12
1269.458 6
1269.539 5
1269.620 10
1269.701 18
1269.783 18
1269.864 23
1269.945 30
1270.026 24
1270.107 30
1270.188 29
1270.269 25
1270.350 28
1270.431 36
1270.512 37
1270.593 43
1270.674 49
1270.755 44
1270.836 40
1270.918 29
1270.999 21
1271.080 13
1271.161 17
1271.242 13
1271.323 11
1271.404 9
1271.485 8
1271.566 15
1271.647 27
1271.729 39
1271.810 31
1271.891 34
1271.972 29
1272.053 24
1272.134 18
1272.215 15
1272.296 24
1272.378 33
1272.459 41
1272.540 43
1272.621 47
1272.702 33
1272.783 31
1272.864 30
1272.946 21
1273.027 28
1273.108 29
1273.189 29
1273.270 36
1273.351 31
1273.433 34
1273.514 37
1273.595 40
1273.676 37
1273.757 26
1273.838 14
1273.920 11
1274.001 17
1274.082 18
1274.163 17
1274.244 13
1274.326 9
1274.407 16
1274.488 13
1274.569 29
1274.650 29
1274.732 38
1274.813 44
1274.894 35
1274.975 43
1275.056 22
1275.138 37
1275.219 19
1275.300 15
1275.381 8
1275.463 1
1275.544 9
1275.625 7
1275.706 8
1275.788 4
1275.869 11
1275.950 10
1276.031 11
1276.113 7
1276.194 0
1276.275 4
1276.356 -9
1276.438 -7
1276.519 1
1276.600 -5
1276.681 4
1276.763 9
1276.844 -1
1276.925 -1
1277.007 -5
1277.088 -7
1277.169 -9
1277.250 -8
1277.332 -5
1277.413 1
1277.494 9
1277.576 5
1277.657 9
1277.738 3
1277.820 -4
1277.901 -1
1277.982 -10
1278.064 -3
1278.145 5
1278.226 7
1278.307 20
1278.389 27
1278.470 23
1278.551 42
1278.633 39
1278.714 44
1278.796 39
1278.877 24
1278.958 13
1279.040 -3
1279.121 -4
1279.202 -5
1279.284 9
1279.365 22
1279.446 36
1279.528 44
1279.609 63
1279.690 58
1279.772 48
1279.853 39
1279.935 18
1280.016 13
1280.097 14
1280.179 16
1280.260 10
1280.341 15
1280.423 16
1280.504 18
1280.586 34
1280.667 40
1280.748 34
1280.830 35
1280.911 27
1280.993 17
1281.074 12
1281.156 20
1281.237 19
1281.318 17
1281.400 28
1281.481 20
1281.563 17
1281.644 27
1281.726 29
1281.807 15
1281.888 24
1281.970 14
1282.051 11
1282.133 20
1282.214 25
1282.296 29
1282.377 35
1282.459 37
1282.540 47
1282.622 51
1282.703 51
1282.784 55
1282.866 31
1282.947 19
1283.029 16
1283.110 -7
1283.192 -7
1283.273 -2
1283.355 7
1283.436 11
1283.518 18
1283.599 28
1283.681 29
1283.762 36
1283.844 34
1283.925 21
1284.007 18
1284.088 21
1284.170 17
1284.251 9
1284.333 19
1284.414 18
1284.496 36
1284.577 54
1284.659 62
1284.740 65
1284.822 61
1284.904 59
1284.985 52
1285.067 45
1285.148 28
1285.230 21
1285.311 17
1285.393 31
1285.474 43
1285.556 33
1285.638 32
1285.719 24
1285.801 27
1285.882 32
1285.964 32
1286.045 31
1286.127 26
1286.209 30
1286.290 33
1286.372 18
1286.453 29
1286.535 30
1286.616 32
1286.698 37
1286.780 31
1286.861 20
1286.943 12
1287.024 4
1287.106 -9
1287.188 -8
1287.269 -12
1287.351 -2
1287.433 7
1287.514 11
1287.596 12
1287.677 9
1287.759 4
1287.841 9
1287.922 14
1288.004 5
1288.086 -1
1288.167 -8
1288.249 -10
1288.330 -3
1288.412 6
1288.494 24
1288.575 28
1288.657 27
1288.739 26
1288.820 31
1288.902 12
1288.984 15
1289.065 10
1289.147 0
1289.229 11
1289.310 8
1289.392 22
1289.474 33
1289.556 37
1289.637 30
1289.719 19
1289.801 25
1289.882 13
1289.964 14
1290.046 13
1290.127 -4
1290.209 4
1290.291 7
1290.373 15
1290.454 21
1290.536 13
1290.618 14
1290.699 15
1290.781 16
1290.863 13
1290.945 16
1291.026 8
1291.108 -1
1291.190 9
1291.272 11
1291.353 18
1291.435 27
1291.517 19
1291.599 6
1291.680 6
1291.762 -4
1291.844 -6
1291.926 3
1292.007 -1
1292.089 5
1292.171 6
1292.253 -3
1292.334 3
1292.416 1
1292.498 14
1292.580 21
1292.662 25
1292.743 20
1292.825 21
1292.907 26
1292.989 17
1293.070 15
1293.152 20
1293.234 14
1293.316 5
1293.398 7
1293.480 11
1293.561 13
1293.643 18
1293.725 19
1293.807 2
1293.889 5
1293.970 -1
1294.052 -4
1294.134 -6
1294.216 -16
1294.298 -4
1294.380 1
1294.461 17
1294.543 31
1294.625 31
1294.707 36
1294.789 31
1294.871 19
1294.953 9
1295.034 1
1295.116 -3
1295.198 7
1295.280 8
1295.362 5
1295.444 6
1295.526 15
1295.608 20
1295.689 26
1295.771 16
1295.853 12
1295.935 6
1296.017 7
1296.099 16
1296.181 14
1296.263 17
1296.345 26
1296.426 25
1296.508 32
1296.590 29
1296.672 23
1296.754 30
1296.836 26
1296.918 19
1297.000 15
1297.082 6
1297.164 -6
1297.246 0
1297.328 -4
1297.410 -8
1297.491 12
1297.573 5
1297.655 14
1297.737 23
1297.819 19
1297.901 11
1297.983 7
1298.065 5
1298.147 -15
1298.229 -13
1298.311 -6
1298.393 0
1298.475 11
1298.557 23
1298.639 16
1298.721 23
1298.803 26
1298.885 18
1298.967 14
1299.049 17
1299.131 15
1299.213 25
1299.295 33
1299.377 43
1299.459 50
1299.541 63
1299.623 72
1299.705 72
1299.787 74
1299.869 61
1299.951 52
1300.033 32
1300.115 38
1300.197 40
1300.279 30
1300.361 33
1300.443 41
1300.525 52
1300.607 68
1300.689 77
1300.771 75
1300.853 58
1300.935 52
1301.017 45
1301.099 30
1301.181 48
1301.264 51
1301.346 52
1301.428 70
1301.510 76
1301.592 86
1301.674 89
1301.756 73
1301.838 73
1301.920 63
1302.002 59
1302.084 50
1302.166 37
1302.248 39
1302.331 31
1302.413 52
1302.495 61
1302.577 56
1302.659 63
1302.741 56
1302.823 52
1302.905 53
1302.987 52
1303.069 43
1303.152 34
1303.234 25
1303.316 23
1303.398 19
1303.480 24
1303.562 24
1303.644 27
1303.727 32
1303.809 26
1303.891 27
1303.973 20
1304.055 7
1304.137 19
1304.219 17
1304.302 11
1304.384 13
1304.466 15
1304.548 24
1304.630 31
1304.712 35
1304.795 23
1304.877 19
1304.959 12
1305.041 10
1305.123 5
1305.205 -8
1305.288 4
1305.370 3
1305.452 6
1305.534 19
1305.616 15
1305.699 11
1305.781 14
1305.863 14
1305.945 19
1306.027 24
1306.110 27
1306.192 24
1306.274 18
1306.356 17
1306.439 20
1306.521 28
1306.603 29
1306.685 41
1306.767 38
1306.850 39
1306.932 36
1307.014 26
1307.096 17
1307.179 15
1307.261 20
1307.343 29
1307.425 40
1307.508 42
1307.590 46
1307.672 47
1307.754 43
1307.837 42
1307.919 33
1308.001 20
1308.084 10
1308.166 4
1308.248 4
1308.330 8
1308.413 18
1308.495 26
1308.577 32
1308.660 36
1308.742 31
1308.824 30
1308.906 25
1308.989 18
1309.071 24
1309.153 13
1309.236 7
1309.318 16
1309.400 7
1309.483 10
1309.565 22
1309.647 21
1309.730 18
1309.812 9
1309.894 15
1309.977 8
1310.059 16
1310.141 23
1310.224 25
1310.306 27
1310.388 30
1310.471 23
1310.553 13
1310.635 30
1310.718 30
1310.800 27
1310.883 30
1310.965 24
1311.047 21
1311.130 19
1311.212 15
1311.294 9
1311.377 17
1311.459 18
1311.542 26
1311.624 35
1311.706 23
1311.789 26
1311.871 35
1311.953 7
1312.036 -2
1312.118 -10
1312.201 -19
1312.283 2
1312.366 -4
1312.448 -6
1312.530 -2
1312.613 -1
1312.695 6
1312.778 -4
1312.860 -7
1312.942 -24
1313.025 -30
1313.107 -17
1313.190 -3
1313.272 6
1313.355 3
1313.437 0
1313.520 4
1313.602 2
1313.684 4
1313.767 10
1313.849 11
1313.932 9
1314.014 13
1314.097 7
1314.179 -4
1314.262 -8
1314.344 -6
1314.427 0
1314.509 -2
1314.592 12
1314.674 10
1314.757 18
1314.839 28
1314.922 25
1315.004 20
1315.087 11
1315.169 -4
1315.252 -4
1315.334 3
1315.417 12
1315.499 9
1315.582 14
1315.664 9
1315.747 5
1315.829 17
1315.912 13
1315.994 17
1316.077 13
1316.159 9
1316.242 12
1316.324 29
1316.407 38
1316.489 55
1316.572 69
1316.655 52
1316.737 57
1316.820 51
1316.902 33
1316.985 29
1317.067 26
1317.150 11
1317.232 18
1317.315 21
1317.398 20
1317.480 30
1317.563 26
1317.645 39
1317.728 46
1317.811 65
1317.893 62
1317.976 54
1318.058 41
1318.141 36
1318.223 31
1318.306 35
1318.389 36
1318.471 24
1318.554 23
1318.636 23
1318.719 28
1318.802 33
1318.884 31
1318.967 33
1319.050 33
1319.132 20
1319.215 26
1319.297 32
1319.380 37
1319.463 38
1319.545 37
1319.628 40
1319.711 44
1319.793 47
1319.876 34
1319.959 21
1320.041 10
1320.124 14
1320.207 12
1320.289 12
1320.372 10
1320.455 12
1320.537 16
1320.620 14
1320.703 16
1320.785 26
1320.868 23
1320.951 29
1321.033 27
1321.116 20
1321.199 15
1321.281 15
1321.364 14
1321.447 -1
1321.530 5
1321.612 10
1321.695 20
1321.778 28
1321.860 14
1321.943 15
1322.026 -9
1322.108 -22
1322.191 -11
1322.274 -3
1322.357 10
1322.439 24
1322.522 32
1322.605 35
1322.688 37
1322.770 42
1322.853 35
1322.936 23
1323.019 19
1323.101 13
1323.184 15
1323.267 17
1323.350 25
1323.432 22
1323.515 23
1323.598 25
1323.681 27
1323.763 29
1323.846 33
1323.929 39
1324.012 36
1324.095 34
1324.177 24
1324.260 27
1324.343 20
1324.426 19
1324.509 20
1324.591 15
1324.674 16
1324.757 15
1324.840 20
1324.923 18
1325.005 17
1325.088 15
1325.171 1
1325.254 -7
1325.337 -9
1325.419 -13
1325.502 12
1325.585 15
1325.668 17
1325.751 26
1325.834 24
1325.916 23
1325.999 20
1326.082 13
1326.165 1
1326.248 -5
1326.331 1
1326.414 5
1326.496 7
1326.579 17
1326.662 23
1326.745 20
1326.828 15
1326.911 5
1326.994 -6
1327.076 -18
1327.159 -2
1327.242 -6
1327.325 -11
1327.408 1
1327.491 -7
1327.574 8
1327.657 10
1327.740 10
1327.822 9
1327.905 -4
1327.988 -7
1328.071 -7
1328.154 -8
1328.237 -19
1328.320 -16
1328.403 -14
1328.486 -3
1328.569 2
1328.652 11
1328.735 22
1328.818 21
1328.900 33
1328.983 20
1329.066 8
1329.149 -5
1329.232 -2
1329.315 -9
1329.398 -10
1329.481 -5
1329.564 -1
1329.647 6
1329.730 12
1329.813 12
1329.896 12
1329.979 11
1330.062 5
1330.145 4
1330.228 2
1330.311 4
1330.394 -10
1330.477 -15
1330.560 -19
1330.643 -15
1330.726 2
1330.809 8
1330.892 9
1330.975 13
1331.058 14
1331.141 2
1331.224 -1
1331.307 -1
1331.390 0
1331.473 5
1331.556 6
1331.639 4
1331.722 8
1331.805 9
1331.888 15
1331.971 11
1332.054 -4
1332.137 -7
1332.220 -10
1332.303 -1
1332.386 9
1332.469 11
1332.552 19
1332.635 31
1332.718 34
1332.801 35
1332.884 33
1332.967 34
1333.050 23
1333.134 28
1333.217 23
1333.300 3
1333.383 2
1333.466 5
1333.549 16
1333.632 23
1333.715 33
1333.798 26
1333.881 35
1333.964 29
1334.047 21
1334.131 16
1334.214 2
1334.297 5
1334.380 10
1334.463 17
1334.546 19
1334.629 30
1334.712 34
1334.795 35
1334.879 24
1334.962 9
1335.045 1
1335.128 -1
1335.211 2
1335.294 9
1335.377 26
1335.461 37
1335.544 48
1335.627 44
1335.710 42
1335.793 34
1335.876 33
1335.959 45
1336.043 42
1336.126 27
1336.209 9
1336.292 -6
1336.375 0
1336.458 7
1336.542 24
1336.625 23
1336.708 33
1336.791 36
1336.874 37
1336.957 45
1337.041 27
1337.124 25
1337.207 23
1337.290 15
1337.373 24
1337.457 28
1337.540 22
1337.623 35
1337.706 37
1337.790 30
1337.873 33
1337.956 31
1338.039 26
1338.122 17
1338.206 9
1338.289 10
1338.372 15
1338.455 20
1338.539 16
1338.622 30
1338.705 34
1338.788 40
1338.872 49
1338.955 32
1339.038 13
1339.121 3
1339.205 -11
1339.288 -7
1339.371 0
1339.454 1
